/Users/jimmyg1997/Desktop/CNN/Data/IMG/center_2019_05_20_19_08_42_280.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/left_2019_05_20_19_08_42_280.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/right_2019_05_20_19_08_42_280.jpg, 0, 0, 0, 8.160221E-05
/Users/jimmyg1997/Desktop/CNN/Data/IMG/center_2019_05_20_19_08_42_380.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/left_2019_05_20_19_08_42_380.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/right_2019_05_20_19_08_42_380.jpg, 0, 0, 0, 7.914477E-05
/Users/jimmyg1997/Desktop/CNN/Data/IMG/center_2019_05_20_19_08_42_485.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/left_2019_05_20_19_08_42_485.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/right_2019_05_20_19_08_42_485.jpg, 0, 0, 0, 7.956535E-05
/Users/jimmyg1997/Desktop/CNN/Data/IMG/center_2019_05_20_19_08_42_588.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/left_2019_05_20_19_08_42_588.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/right_2019_05_20_19_08_42_588.jpg, 0, 0, 0, 7.835182E-05
/Users/jimmyg1997/Desktop/CNN/Data/IMG/center_2019_05_20_19_08_42_778.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/left_2019_05_20_19_08_42_778.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/right_2019_05_20_19_08_42_778.jpg, 0, 0, 0, 7.916868E-05
/Users/jimmyg1997/Desktop/CNN/Data/IMG/center_2019_05_20_19_08_42_887.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/left_2019_05_20_19_08_42_887.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/right_2019_05_20_19_08_42_887.jpg, 0, 0, 0, 7.903256E-05
/Users/jimmyg1997/Desktop/CNN/Data/IMG/center_2019_05_20_19_08_43_054.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/left_2019_05_20_19_08_43_054.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/right_2019_05_20_19_08_43_054.jpg, 0, 0, 0, 8.132946E-05
/Users/jimmyg1997/Desktop/CNN/Data/IMG/center_2019_05_20_19_08_43_170.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/left_2019_05_20_19_08_43_170.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/right_2019_05_20_19_08_43_170.jpg, 0, 0.1978469, 0, 0.1474043
/Users/jimmyg1997/Desktop/CNN/Data/IMG/center_2019_05_20_19_08_43_273.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/left_2019_05_20_19_08_43_273.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/right_2019_05_20_19_08_43_273.jpg, 0, 0.505812, 0, 0.6927922
/Users/jimmyg1997/Desktop/CNN/Data/IMG/center_2019_05_20_19_08_43_376.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/left_2019_05_20_19_08_43_376.jpg, /Users/jimmyg1997/Desktop/CNN/Data/IMG/right_2019_05_20_19_08_43_376.jpg, -0.06561005, 0.6943109, 0, 1.597131
